service_id,date,exception_type
12506,20190927,2
12506,20190930,2
12506,20191001,2
12506,20191002,2
12506,20191003,2
12506,20191004,2
12509,20191111,2
12509,20191101,2
12510,20191111,2
12510,20191101,2
12511,20191101,1
12511,20191111,1
588,20190901,1
12513,20191111,2
12513,20191101,2
12514,20191111,2
12514,20191101,2
12515,20191101,1
12515,20191111,1
12517,20191111,1
12517,20191116,1
12517,20191117,1
12517,20191123,1
12517,20191124,1
12517,20191130,1
12517,20191101,1
12517,20191012,1
12517,20191019,1
12517,20191026,1
12517,20191102,1
12517,20191109,1
12518,20191111,2
12518,20191101,2
12519,20191111,2
12519,20191101,2
12520,20191111,2
12520,20191101,2
12521,20191111,2
12521,20191101,2
12522,20191101,1
12522,20191111,1
12523,20190902,1
12523,20190903,1
12523,20190904,1
12523,20190905,1
12523,20190906,1
12523,20190909,1
12523,20190910,1
12523,20190911,1
12523,20190912,1
12523,20190913,1
12523,20191111,2
12523,20191101,2
12524,20191111,2
12524,20191101,2
12525,20191111,2
12525,20191101,2
12525,20190916,2
12525,20190917,2
12525,20190918,2
12525,20190919,2
12525,20190920,2
12525,20190923,2
12525,20190924,2
12525,20190925,2
12525,20190926,2
12525,20190927,2
12525,20190930,2
12525,20191001,2
12525,20191002,2
12525,20191003,2
12525,20191004,2
12526,20191111,2
12526,20191101,2
12529,20190902,1
12529,20190903,1
12529,20190904,1
12529,20190905,1
12529,20190906,1
12529,20190909,1
12529,20190910,1
12529,20190911,1
12529,20190912,1
12529,20190913,1
12529,20191111,2
12529,20191101,2
208,20190901,1
12531,20191101,2
12532,20191111,2
12532,20191101,2
12533,20191111,2
12533,20191101,2
12534,20191111,2
12534,20191101,2
12535,20191101,1
12535,20191111,1
12536,20191101,1
12536,20191111,1
12537,20191111,2
12538,20191101,1
12538,20191111,1
12540,20191111,2
12540,20191101,2
12542,20191101,1
12542,20191111,1
12543,20191111,2
12543,20191101,2
12544,20191111,2
12544,20191101,2
12545,20191101,1
12545,20191111,1
12546,20191111,2
12546,20191101,2
12547,20191111,2
12547,20191101,2
12548,20191111,2
12548,20191101,2
12549,20191111,2
12549,20191021,2
12549,20191022,2
12549,20191023,2
12549,20191024,2
12549,20191025,2
12549,20191028,2
12549,20191029,2
12549,20191030,2
12549,20191031,2
12549,20191101,2
12550,20191111,2
12550,20191101,2
12551,20191111,2
12551,20191101,2
12552,20191111,2
12552,20191021,2
12552,20191022,2
12552,20191023,2
12552,20191024,2
12552,20191025,2
12552,20191028,2
12552,20191029,2
12552,20191030,2
12552,20191031,2
12552,20191101,2
12553,20191111,2
12553,20191101,2
12554,20191111,2
12554,20191101,2
12555,20191111,2
12555,20191101,2
12560,20191111,2
12560,20191101,2
12562,20191101,1
12562,20191111,1
12563,20191111,2
12563,20191021,2
12563,20191022,2
12563,20191023,2
12563,20191024,2
12563,20191025,2
12563,20191028,2
12563,20191029,2
12563,20191030,2
12563,20191031,2
12563,20191101,2
12564,20191101,1
12564,20191111,1
12566,20191111,2
12566,20191101,2
12567,20191111,2
12567,20191101,2
12567,20190916,2
12567,20190917,2
12567,20190918,2
12567,20190919,2
12567,20190920,2
12567,20190923,2
12567,20190924,2
12567,20190925,2
12567,20190926,2
12567,20190927,2
12567,20190930,2
12567,20191001,2
12567,20191002,2
12567,20191003,2
12567,20191004,2
12569,20191111,2
12569,20191101,2
12570,20191111,2
12570,20191101,2
12571,20191111,2
12571,20191101,2
12572,20191111,2
12572,20191101,2
12573,20191101,1
12573,20191111,1
12576,20191111,2
12576,20191101,2
12577,20191111,2
12577,20191101,2
12578,20191101,1
12578,20191111,1
12579,20191111,2
12579,20191101,2
12580,20191111,2
12580,20191101,2
12581,20191111,2
12581,20191101,2
12582,20191101,1
12582,20191111,1
12583,20191111,2
12583,20191101,2
12584,20191101,1
12584,20191111,1
12585,20190902,1
12585,20190903,1
12585,20190904,1
12585,20190905,1
12585,20190906,1
12585,20190909,1
12585,20190910,1
12585,20190911,1
12585,20190912,1
12585,20190913,1
12585,20191111,2
12585,20191101,2
12586,20191111,2
12586,20191101,2
12588,20190902,1
12588,20190903,1
12588,20190904,1
12588,20190905,1
12588,20190906,1
12588,20190909,1
12588,20190910,1
12588,20190911,1
12588,20190912,1
12588,20190913,1
12588,20191111,2
12588,20191101,2
12590,20191101,1
12590,20191111,1
12591,20191101,1
12591,20191111,1
12592,20191111,2
12592,20191101,2
12593,20191111,2
12593,20191101,2
12594,20191111,2
12594,20191101,2
12595,20191101,1
12595,20191111,1
12596,20191111,2
12596,20191101,2
12597,20191111,2
12597,20191021,2
12597,20191022,2
12597,20191023,2
12597,20191024,2
12597,20191025,2
12597,20191028,2
12597,20191029,2
12597,20191030,2
12597,20191031,2
12597,20191101,2
12598,20191111,2
12598,20191021,2
12598,20191022,2
12598,20191023,2
12598,20191024,2
12598,20191025,2
12598,20191028,2
12598,20191029,2
12598,20191030,2
12598,20191031,2
12598,20191101,2
12599,20191111,2
12599,20191101,2
12600,20191111,2
12600,20191101,2
12601,20191111,2
12601,20191021,2
12601,20191022,2
12601,20191023,2
12601,20191024,2
12601,20191025,2
12601,20191028,2
12601,20191029,2
12601,20191030,2
12601,20191031,2
12601,20191101,2
12602,20191111,2
12602,20191101,2
12604,20191111,2
12604,20191101,2
12606,20191111,2
12606,20191101,2
12608,20191111,2
12608,20191101,2
12610,20191101,1
12610,20191111,1
12611,20191111,2
12611,20191101,2
12612,20191101,1
12612,20191111,1
12614,20191111,2
12614,20191101,2
12615,20191111,2
12615,20191101,2
12617,20191111,2
12617,20191101,2
12618,20191111,2
12618,20191101,2
12619,20191111,2
12619,20191101,2
12620,20191101,1
12620,20191111,1
12621,20191111,2
12621,20191101,2
12623,20191101,1
12623,20191111,1
12625,20191101,1
12625,20191111,1
12626,20191111,2
12626,20191101,2
12627,20191111,2
12627,20191101,2
12628,20191111,2
12628,20191101,2
12631,20191111,2
12631,20191101,2
12633,20191101,1
12633,20191111,1
12635,20191111,2
12635,20191101,2
12638,20191111,2
12638,20191101,2
12639,20191111,2
12639,20191101,2
12640,20191111,2
12640,20191101,2
12641,20191101,1
12641,20191111,1
12642,20191101,1
12642,20191111,1
12642,20191006,2
12642,20191013,2
12642,20191027,2
12643,20191111,2
12643,20191101,2
12644,20191111,2
12644,20191101,2
12645,20191101,1
12645,20191111,1
12646,20191111,2
12646,20191101,2
12647,20191111,2
12647,20191101,2
12648,20191111,2
12648,20191101,2
12649,20191111,2
12649,20191101,2
1019,20190901,1
12650,20191101,1
12650,20191111,1
12651,20191111,2
12651,20191101,2
12652,20191111,2
12652,20191101,2
12653,20191101,1
12653,20191111,1
12654,20191111,2
12654,20191101,2
12655,20191111,2
12655,20191101,2
12658,20191111,2
12658,20191101,2
12659,20191101,1
12659,20191111,1
12660,20191101,1
12660,20191111,1
12661,20191111,2
12661,20191101,2
12662,20191111,2
12662,20191101,2
12663,20191111,2
12663,20191101,2
12664,20191111,2
12664,20191101,2
12666,20191111,2
12666,20191101,2
12668,20191111,2
12668,20191101,2
12670,20191111,2
12670,20191101,2
12671,20191111,2
12671,20191101,2
12673,20191111,2
12673,20191101,2
12675,20191111,2
12675,20191101,2
12676,20191111,2
12676,20191101,2
12677,20191111,2
12677,20191101,2
12678,20191111,2
12678,20191101,2
12680,20191111,2
12680,20191101,2
12681,20191101,1
12681,20191111,1
12682,20191111,2
12682,20191101,2
12683,20191111,2
12683,20191101,2
12684,20191111,2
12684,20191101,2
12685,20191111,2
12685,20191101,2
12686,20191101,1
12686,20191111,1
12687,20191111,2
12687,20191101,2
12689,20191101,1
12689,20191111,1
12691,20191111,2
12691,20191101,2
12692,20191111,2
12692,20191101,2
12693,20191111,2
12693,20191101,2
12694,20191111,2
12694,20191101,2
12695,20191101,1
12695,20191111,1
12697,20191111,2
12697,20191101,2
12698,20191111,2
12698,20191101,2
12699,20191101,1
12699,20191111,1
12701,20191111,2
12701,20191101,2
12702,20191101,1
12702,20191111,1
12703,20191111,2
12703,20191101,2
12704,20191111,2
12705,20191111,2
12706,20191111,2
12707,20191111,2
12708,20191111,2
12709,20191111,2
12709,20191101,2
12710,20191111,2
12710,20191101,2
12711,20191111,2
12711,20191101,2
12712,20191111,2
12712,20191101,2
12713,20191111,2
12714,20191111,2
12714,20191101,2
12715,20191111,2
12716,20191111,2
12717,20191111,2
12718,20191111,2
12718,20191101,2
12719,20191111,2
12720,20191111,2
12721,20191111,2
12721,20191101,2
12722,20191111,2
12722,20191101,2
12723,20191111,2
12724,20191111,2
12724,20191101,2
12725,20191111,2
12725,20191101,2
12726,20191111,2
12726,20191101,2
12727,20191101,2
12727,20191102,2
12727,20191103,2
2736,20191111,2
2736,20191101,2
12728,20191111,2
12728,20191101,2
12729,20190929,2
12729,20191101,2
12729,20191102,2
12729,20191103,2
12730,20191111,2
12730,20191101,2
12731,20190928,2
12731,20191101,2
12731,20191102,2
3502,20191101,2
3502,20191102,2
3325,20191101,2
3325,20191102,2
3325,20191103,2
12732,20191111,1
12732,20190928,2
12732,20190929,2
12732,20191102,2
12732,20191103,2
10357,20191031,1
10357,20191017,1
10357,20191128,1
12733,20190928,2
12733,20191101,2
12733,20191102,2
12734,20191111,2
12734,20191101,2
10358,20191111,2
10358,20191017,2
10358,20191031,2
10358,20191101,2
10358,20191128,2
3445,20190928,2
3445,20191101,2
3445,20191102,2
12735,20191101,2
12735,20191102,2
12736,20190928,2
12736,20191101,2
12736,20191102,2
12737,20191101,2
12737,20191102,2
10495,20191101,2
2961,20191102,2
431,20190928,1
5405,20191111,1
5405,20191019,2
5405,20191020,2
5405,20191102,2
5405,20191103,2
5405,20191109,2
5405,20191110,2
10477,20190902,1
10477,20190909,1
10477,20190916,1
10477,20190923,1
10477,20190930,1
10477,20191111,2
10477,20191101,2
7303,20191104,1
7303,20191105,1
7303,20191106,1
7303,20191107,1
7303,20191108,1
7303,20191109,1
7303,20191111,1
7303,20191112,1
7303,20191113,1
7303,20191114,1
7303,20191115,1
7303,20191116,1
7303,20191117,1
7303,20191118,1
7303,20191119,1
7303,20191120,1
7303,20191121,1
7303,20191122,1
7303,20191123,1
7303,20191124,1
7303,20191125,1
7303,20191126,1
7303,20191127,1
7303,20191128,1
7303,20191129,1
7303,20191130,1
7303,20190928,2
7303,20191101,2
7303,20191102,2
7303,20191020,2
7303,20191027,2
7303,20191110,2
2270,20191109,1
2270,20191110,1
2270,20191019,1
2270,20191020,1
2732,20191111,2
2732,20191101,2
12738,20191111,2
12738,20191101,2
12741,20191111,1
12741,20190906,1
12741,20190913,1
12741,20191102,2
12742,20191101,2
12742,20191102,2
12742,20191103,2
12743,20191101,2
12743,20191102,2
12744,20190902,1
12744,20190903,1
12744,20190904,1
12744,20190905,1
12744,20190906,1
12744,20190909,1
12744,20190910,1
12744,20190911,1
12744,20190912,1
12744,20190913,1
12744,20191102,2
12745,20191111,2
12745,20191101,2
12746,20191101,2
12746,20191102,2
12747,20191111,2
12747,20191101,2
10476,20191101,1
10476,20191111,1
10476,20190901,1
10476,20190903,1
10476,20190904,1
10476,20190905,1
10476,20190906,1
10476,20190907,1
10476,20190908,1
10476,20190910,1
10476,20190911,1
10476,20190912,1
10476,20190913,1
10476,20190914,1
10476,20190915,1
10476,20191001,1
10476,20191002,1
10476,20191005,1
10476,20191006,1
10476,20190918,1
10476,20190919,1
10476,20190920,1
10476,20190921,1
10476,20190922,1
10476,20190925,1
10476,20190926,1
10476,20190927,1
10476,20190928,1
10476,20190929,1
10476,20191003,2
10476,20191004,2
12748,20191111,2
12748,20191101,2
5595,20191019,2
5595,20191020,2
5595,20191109,2
5595,20191110,2
3895,20191101,1
3895,20191111,1
2774,20191101,1
2774,20191111,1
12750,20191101,2
12750,20191102,2
12750,20191103,2
10540,20190928,2
10540,20190929,2
10540,20191101,2
10540,20191102,2
10540,20191103,2
12751,20190928,2
12751,20191101,2
12751,20191102,2
12752,20191101,2
12752,20191102,2
12753,20190929,2
12753,20191101,2
12753,20191102,2
12753,20191103,2
10474,20191111,1
10474,20190929,2
10474,20191102,2
10474,20191103,2
12754,20191111,2
12754,20191101,2
12755,20190928,2
12755,20191101,2
12755,20191102,2
12756,20191101,2
12756,20191102,2
12757,20191111,2
12757,20191101,2
8908,20191031,2
8908,20191101,2
8908,20191102,2
401,20190929,1
4162,20190929,2
4162,20191101,2
4162,20191102,2
4162,20191103,2
4899,20191111,2
4899,20191101,2
4899,20191102,2
12758,20191111,2
12758,20191101,2
12761,20191111,2
12761,20191101,2
12762,20191111,2
12762,20191101,2
12763,20191101,2
12763,20191102,2
12764,20191111,2
12764,20191101,2
12765,20191101,2
12765,20191102,2
12766,20191111,2
12766,20191101,2
8312,20190902,1
8312,20190909,1
8312,20190916,1
8312,20190923,1
8312,20190930,1
8312,20191101,2
8311,20191102,2
8311,20191103,2
12767,20191111,2
12767,20191101,2
12769,20191111,2
12769,20191101,2
12770,20190902,1
12770,20190903,1
12770,20190904,1
12770,20190905,1
12770,20190906,1
12770,20190909,1
12770,20190910,1
12770,20190911,1
12770,20190912,1
12770,20190913,1
12770,20190916,1
12770,20190917,1
12770,20190918,1
12770,20190919,1
12770,20190920,1
12770,20190923,1
12770,20190924,1
12770,20190925,1
12770,20190926,1
12770,20190927,1
12770,20190930,1
12770,20191001,1
12770,20191002,1
12770,20191003,1
12770,20191004,1
12770,20191007,1
12770,20191008,1
12770,20191009,1
12770,20191010,1
12770,20191011,1
12770,20191014,1
12770,20191015,1
12770,20191016,1
12770,20191017,1
12770,20191018,1
12770,20191021,1
12770,20191022,1
12770,20191023,1
12770,20191024,1
12770,20191025,1
12770,20191108,1
12770,20191115,1
12770,20191122,1
12770,20191101,2
12770,20191104,2
12770,20191105,2
12770,20191106,2
12770,20191107,2
12770,20191111,2
12770,20191112,2
12770,20191113,2
12770,20191114,2
12770,20191118,2
12770,20191119,2
12770,20191120,2
12770,20191121,2
10191,20191102,2
10191,20191103,2
10191,20191109,2
10191,20191110,2
10191,20191116,2
10191,20191117,2
10191,20191123,2
10191,20191124,2
12771,20190902,1
12771,20190903,1
12771,20190904,1
12771,20190905,1
12771,20190906,1
12771,20190909,1
12771,20190910,1
12771,20190911,1
12771,20190912,1
12771,20190913,1
12771,20190916,1
12771,20190917,1
12771,20190918,1
12771,20190919,1
12771,20190920,1
12771,20190923,1
12771,20190924,1
12771,20190925,1
12771,20190926,1
12771,20190927,1
12771,20190930,1
12771,20191001,1
12771,20191002,1
12771,20191003,1
12771,20191004,1
12771,20191007,1
12771,20191008,1
12771,20191009,1
12771,20191010,1
12771,20191011,1
12771,20191014,1
12771,20191015,1
12771,20191016,1
12771,20191017,1
12771,20191018,1
12771,20191021,1
12771,20191022,1
12771,20191023,1
12771,20191024,1
12771,20191025,1
12771,20191108,1
12771,20191115,1
12771,20191122,1
12771,20191101,2
12771,20191104,2
12771,20191105,2
12771,20191106,2
12771,20191107,2
12771,20191111,2
12771,20191112,2
12771,20191113,2
12771,20191114,2
12771,20191118,2
12771,20191119,2
12771,20191120,2
12771,20191121,2
12772,20191111,2
12772,20191101,2
10258,20191102,2
10258,20191109,2
10258,20191116,2
10258,20191123,2
12773,20191101,1
12773,20191111,1
2821,20191102,2
2821,20191109,2
2821,20191116,2
2821,20191123,2
12774,20191111,2
12776,20191101,1
12776,20191111,1
12779,20191025,2
12779,20191101,2
12780,20191111,2
12780,20191101,2
12782,20191101,1
12785,20191025,2
12785,20191101,2
12787,20191025,2
12787,20191101,2
12789,20191025,2
12789,20191101,2
12790,20191101,1
12790,20191111,1
12792,20191111,2
12792,20191101,2
12793,20191111,2
12793,20191021,2
12793,20191022,2
12793,20191023,2
12793,20191024,2
12793,20191025,2
12793,20191028,2
12793,20191029,2
12793,20191030,2
12793,20191031,2
12793,20191101,2
12797,20191111,2
12797,20191101,2
12798,20191111,2
12798,20191101,2
12805,20191101,1
12805,20191111,1
12808,20191111,2
12810,20191111,2
12810,20191101,2
12811,20191111,2
12811,20191101,2
12812,20191101,1
12812,20191111,1
12814,20191101,2
12814,20191111,2
12814,20191112,2
12814,20191113,2
12814,20191114,2
12814,20191115,2
12817,20191101,1
12817,20191111,1
4767,20191108,1
2813,20191027,1
12818,20191101,1
12818,20191111,1
12819,20191111,2
12819,20191101,2
12820,20191111,2
12820,20191101,2
12821,20190902,1
12821,20190903,1
12821,20190904,1
12821,20190905,1
12821,20190906,1
12821,20190909,1
12821,20190910,1
12821,20190911,1
12821,20190912,1
12821,20190913,1
12821,20190916,1
12821,20190917,1
12821,20190918,1
12821,20190919,1
12821,20190920,1
12821,20190923,1
12821,20190924,1
12821,20190925,1
12821,20190926,1
12821,20190927,1
12821,20190930,1
12821,20191001,1
12821,20191002,1
12821,20191003,1
12821,20191004,1
12821,20191007,1
12821,20191008,1
12821,20191009,1
12821,20191010,1
12821,20191011,1
12821,20191014,1
12821,20191015,1
12821,20191016,1
12821,20191017,1
12821,20191018,1
12821,20191025,1
12821,20191108,1
12821,20191115,1
12821,20191122,1
12821,20191101,2
12821,20191021,2
12821,20191022,2
12821,20191023,2
12821,20191024,2
12821,20191104,2
12821,20191105,2
12821,20191106,2
12821,20191107,2
12821,20191111,2
12821,20191112,2
12821,20191113,2
12821,20191114,2
12821,20191118,2
12821,20191119,2
12821,20191120,2
12821,20191121,2
12822,20191111,2
12822,20191101,2
12823,20191111,2
12823,20191101,2
12824,20191111,2
12824,20191101,2
12825,20191111,2
12825,20191101,2
12827,20191031,1
12827,20191101,2
12828,20191111,2
12828,20191101,2
12829,20191111,2
12829,20191101,2
12830,20191111,2
12830,20191101,2
12832,20191101,2
12833,20191101,2
12835,20191101,2
12837,20191111,2
12837,20191101,2
12838,20191111,2
12838,20191101,2
12839,20191031,1
12839,20191101,2
12840,20191111,2
12840,20191101,2
12841,20191111,2
12841,20191101,2
8806,20191019,1
8806,20191020,1
8806,20191026,1
8806,20191027,1
8806,20191102,1
8806,20191103,1
8806,20191109,1
8806,20191110,1
8806,20191116,1
8806,20191117,1
8806,20191123,1
8806,20191124,1
